State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andaman and Nicobar Islands,NICOBARS,2000,Whole Year ,Sweet potato,5,15
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Kharif     ,Arecanut,3100,5239
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year ,Sugarcane,81,2379
Andaman and Nicobar Islands,NICOBARS,2002,Whole Year ,Black pepper,63,13.5
Andaman and Nicobar Islands,NICOBARS,2002,Whole Year ,Sugarcane,5,40
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Black pepper,75.5,15.86
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year ,other oilseeds,1,0.11
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Banana,1656.8,10251.13
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Sugarcane,128.02,2448.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Black pepper,175,191.14
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Dry ginger,100.9,900
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Sweet potato,18,86
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Tapioca,40,160
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Sugarcane,53.5,999.5
Andaman and Nicobar Islands,NICOBARS,2010,Rabi       ,Moong(Green Gram),1.5,1.1
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Groundnut,15.5,7.6
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Arecanut,1912,1900
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Urad,34,15.05
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Autumn     ,Rice,1595.5,3788
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Whole Year ,Tapioca,22.5,220
Andhra Pradesh,VIZIANAGARAM,1997,Kharif     ,Arhar/Tur,1600,400
Andhra Pradesh,KURNOOL,1997,Rabi       ,Horse-gram,2000,600
Andhra Pradesh,SPSR NELLORE,1997,Kharif     ,Moong(Green Gram),300,100
Andhra Pradesh,SRIKAKULAM,1997,Kharif     ,Ragi,4700,5300
Andhra Pradesh,GUNTUR,1997,Kharif     ,Jowar,200,100
Andhra Pradesh,SPSR NELLORE,1997,Rabi       ,Horse-gram,600,300
Andhra Pradesh,KADAPA,1997,Kharif     ,Horse-gram,200,100
Andhra Pradesh,VIZIANAGARAM,1997,Rabi       ,Dry chillies,3300,5700
Andhra Pradesh,WEST GODAVARI,1997,Kharif     ,Jowar,300,200
Andhra Pradesh,GUNTUR,1997,Kharif     ,Castor seed,1600,300
Andhra Pradesh,GUNTUR,1997,Kharif     ,Tobacco,11400,13200
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Ragi,10800,9900
Andhra Pradesh,GUNTUR,1997,Rabi       ,Groundnut,4500,6500
Andhra Pradesh,WEST GODAVARI,1997,Kharif     ,Sesamum,1500,500
Andhra Pradesh,WEST GODAVARI,1997,Kharif     ,Arhar/Tur,500,100
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Maize,600,2400
Andhra Pradesh,CHITTOOR,1997,Kharif     ,Jowar,2400,1500
Andhra Pradesh,SRIKAKULAM,1997,Rabi       ,Dry chillies,3400,5700
Andhra Pradesh,PRAKASAM,1997,Kharif     ,Maize,1800,8100
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Dry chillies,100,100
Andhra Pradesh,KADAPA,1997,Kharif     ,Arhar/Tur,5700,1400
Andhra Pradesh,WEST GODAVARI,1997,Kharif     ,Maize,800,1400
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Korra,2200,700
Andhra Pradesh,VIZIANAGARAM,1997,Kharif     ,Jowar,600,300
Andhra Pradesh,WEST GODAVARI,1997,Rabi       ,Moong(Green Gram),2700,1100
Andhra Pradesh,SRIKAKULAM,1998,Kharif     ,Cotton(lint),2000,1600
Andhra Pradesh,GUNTUR,1998,Rabi       ,Maize,2800,14100
Andhra Pradesh,VIZIANAGARAM,1998,Kharif     ,Arhar/Tur,1500,900
Andhra Pradesh,VIZIANAGARAM,1998,Rabi       ,Gram,100,300
Andhra Pradesh,PRAKASAM,1998,Rabi       ,Sunflower,800,500
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Jowar,2500,1400
Andhra Pradesh,KADAPA,1998,Kharif     ,Maize,100,100
Andhra Pradesh,VIZIANAGARAM,1998,Kharif     ,Small millets,2700,1800
Andhra Pradesh,KRISHNA,1998,Rabi       ,Dry chillies,2700,5700
Andhra Pradesh,PRAKASAM,1998,Rabi       ,Moong(Green Gram),3200,2600
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Sesamum,400,100
Andhra Pradesh,WEST GODAVARI,1998,Rabi       ,Moong(Green Gram),2300,900
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Dry chillies,1100,2200
Andhra Pradesh,VISAKHAPATANAM,1998,Whole Year ,Tobacco,1400,3200
Andhra Pradesh,CHITTOOR,1998,Kharif     ,Maize,100,300
Andhra Pradesh,CHITTOOR,1998,Rabi       ,Sesamum,300,100
Andhra Pradesh,GUNTUR,1998,Rabi       ,Arhar/Tur,200,200
Andhra Pradesh,KURNOOL,1998,Kharif     ,Urad,600,500
Andhra Pradesh,KURNOOL,1998,Kharif     ,Maize,700,1400
Andhra Pradesh,CHITTOOR,1998,Rabi       ,Maize,100,300
Andhra Pradesh,VISAKHAPATANAM,1998,Rabi       ,Dry chillies,4300,6600
Andhra Pradesh,SRIKAKULAM,1998,Rabi       ,Groundnut,8200,9400
Andhra Pradesh,KADAPA,1998,Rabi       ,Urad,200,200
Andhra Pradesh,GUNTUR,1998,Rabi       ,Bajra,200,200
Andhra Pradesh,GUNTUR,1998,Kharif     ,Groundnut,300,400
Andhra Pradesh,VISAKHAPATANAM,1998,Kharif     ,Arhar/Tur,5400,1700
Andhra Pradesh,KADAPA,1998,Rabi       ,Ragi,600,1100
Andhra Pradesh,VIZIANAGARAM,1998,Kharif     ,Maize,800,1700
Andhra Pradesh,EAST GODAVARI,1998,Rabi       ,Sesamum,2900,700
Andhra Pradesh,PRAKASAM,1999,Kharif     ,Urad,1225,747
Andhra Pradesh,WEST GODAVARI,1999,Rabi       ,Jowar,86,34
Andhra Pradesh,KURNOOL,1999,Rabi       ,Wheat,789,529
Andhra Pradesh,SPSR NELLORE,1999,Kharif     ,Sunflower,3754,3239
Andhra Pradesh,VISAKHAPATANAM,1999,Rabi       ,Safflower,2,1
Andhra Pradesh,KADAPA,1999,Rabi       ,Horse-gram,199,61
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Horse-gram,2034,620
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Moong(Green Gram),1546,1098
Andhra Pradesh,VISAKHAPATANAM,1999,Rabi       ,Groundnut,2346,4042
Andhra Pradesh,VISAKHAPATANAM,1999,Kharif     ,Horse-gram,466,214
Andhra Pradesh,GUNTUR,1999,Kharif     ,Urad,6146,3749
Andhra Pradesh,WEST GODAVARI,1999,Rabi       ,Gram,61,68
Andhra Pradesh,PRAKASAM,1999,Rabi       ,Groundnut,8241,10870
Andhra Pradesh,VISAKHAPATANAM,1999,Kharif     ,Castor seed,8,2
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Ragi,430,448
Andhra Pradesh,GUNTUR,1999,Kharif     ,Sunflower,23,8
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Maize,455,2203
Andhra Pradesh,GUNTUR,1999,Kharif     ,Jowar,262,67
Andhra Pradesh,CHITTOOR,1999,Whole Year ,Tobacco,17,17
Andhra Pradesh,KADAPA,1999,Kharif     ,Castor seed,3451,652
Andhra Pradesh,EAST GODAVARI,1999,Kharif     ,Moong(Green Gram),141,100
Andhra Pradesh,KURNOOL,1999,Kharif     ,Horse-gram,15,7
Andhra Pradesh,PRAKASAM,1999,Kharif     ,Ragi,270,281
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Castor seed,185,35
Andhra Pradesh,CHITTOOR,1999,Rabi       ,Maize,67,324
Andhra Pradesh,VISAKHAPATANAM,1999,Rabi       ,Gram,203,226
Andhra Pradesh,GUNTUR,1999,Rabi       ,Masoor,977,567
Andhra Pradesh,PRAKASAM,1999,Kharif     ,Sunflower,9922,8770
Andhra Pradesh,CHITTOOR,1999,Kharif     ,Ragi,8199,5666
Andhra Pradesh,WEST GODAVARI,1999,Kharif     ,Cotton(lint),1546,2555
Andhra Pradesh,PRAKASAM,1999,Kharif     ,Jowar,2485,634
Andhra Pradesh,CHITTOOR,2000,Rabi       ,other misc. pulses,13,2
Andhra Pradesh,VIZIANAGARAM,2000,Rabi       ,Dry chillies,2409,4970
Andhra Pradesh,PRAKASAM,2000,Kharif     ,Small millets,1508,1388
Andhra Pradesh,GUNTUR,2000,Rabi       ,Bajra,31,42
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Coriander,8953,2266
Andhra Pradesh,GUNTUR,2000,Kharif     ,Bajra,406,550
Andhra Pradesh,SRIKAKULAM,2000,Rabi       ,Jowar,63,51
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Moong(Green Gram),42,14
Andhra Pradesh,SRIKAKULAM,2000,Kharif     ,Sesamum,2008,466
Andhra Pradesh,VIZIANAGARAM,2000,Kharif     ,Moong(Green Gram),497,221
Andhra Pradesh,SRIKAKULAM,2000,Rabi       ,Groundnut,6069,5935
Andhra Pradesh,SPSR NELLORE,2000,Kharif     ,Maize,51,133
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Moong(Green Gram),3345,1121
Andhra Pradesh,KURNOOL,2000,Kharif     ,Other Kharif pulses,349,62
Andhra Pradesh,SPSR NELLORE,2000,Rabi       ,Bajra,21,39
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Bajra,3771,4936
Andhra Pradesh,GUNTUR,2000,Rabi       ,Groundnut,3984,8956
Andhra Pradesh,KADAPA,2000,Kharif     ,other misc. pulses,33,8
Andhra Pradesh,CHITTOOR,2000,Whole Year ,Potato,957,8177
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,other misc. pulses,1292,214
Andhra Pradesh,VIZIANAGARAM,2000,Kharif     ,Samai,3614,2330
Andhra Pradesh,PRAKASAM,2000,Rabi       ,Sesamum,2303,481
Andhra Pradesh,KRISHNA,2000,Whole Year ,Turmeric,2713,12184
Andhra Pradesh,VISAKHAPATANAM,2000,Rabi       ,Sesamum,3849,1016
Andhra Pradesh,GUNTUR,2000,Kharif     ,Jowar,181,67
Andhra Pradesh,EAST GODAVARI,2000,Kharif     ,Arhar/Tur,1861,953
Andhra Pradesh,EAST GODAVARI,2000,Rabi       ,Onion,133,2338
Andhra Pradesh,SPSR NELLORE,2000,Whole Year ,Tobacco,12,28
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Onion,1103,15470
Andhra Pradesh,SRIKAKULAM,2000,Whole Year ,Dry ginger,144,273
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Korra,96,67
Andhra Pradesh,SPSR NELLORE,2000,Kharif     ,Groundnut,3796,5413
Andhra Pradesh,SRIKAKULAM,2000,Kharif     ,Bajra,4203,7263
Andhra Pradesh,GUNTUR,2000,Whole Year ,Coriander,35,26
Andhra Pradesh,KADAPA,2000,Whole Year ,Tobacco,113,145
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Other Kharif pulses,2988,650
Andhra Pradesh,SPSR NELLORE,2000,Whole Year ,Sweet potato,234,2341
Andhra Pradesh,CHITTOOR,2000,Rabi       ,Ragi,1667,2405
Andhra Pradesh,VIZIANAGARAM,2000,Rabi       ,Gram,71,169
Andhra Pradesh,VIZIANAGARAM,2000,Kharif     ,Korra,808,772
Andhra Pradesh,VIZIANAGARAM,2000,Kharif     ,Onion,107,1493
Andhra Pradesh,PRAKASAM,2000,Rabi       ,Moong(Green Gram),3199,2514
Andhra Pradesh,GUNTUR,2000,Rabi       ,Horse-gram,6,1
Andhra Pradesh,KADAPA,2000,Kharif     ,Samai,2,1
Andhra Pradesh,KURNOOL,2000,Rabi       ,Wheat,850,484
Andhra Pradesh,SRIKAKULAM,2000,Kharif     ,Ragi,3184,2738
Andhra Pradesh,VIZIANAGARAM,2001,Rabi       ,Rice,3864,10085
Andhra Pradesh,VISAKHAPATANAM,2001,Whole Year ,Sweet potato,428,2069
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Castor seed,313,88
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Groundnut,670,1126
Andhra Pradesh,KURNOOL,2001,Rabi       ,Maize,131,848
Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Maize,6879,7567
Andhra Pradesh,PRAKASAM,2001,Rabi       ,Rapeseed &Mustard,11,3
Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Dry chillies,918,3324
Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Moong(Green Gram),2369,1144
Andhra Pradesh,CHITTOOR,2001,Kharif     ,Korra,13,10
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Coriander,51,18
Andhra Pradesh,PRAKASAM,2001,Rabi       ,Wheat,15,10
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Arhar/Tur,5,1
Andhra Pradesh,SPSR NELLORE,2001,Rabi       ,Dry chillies,1941,5868
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Ragi,544,725
Andhra Pradesh,KADAPA,2001,Rabi       ,Moong(Green Gram),18,5
Andhra Pradesh,GUNTUR,2001,Whole Year ,Cashewnut,150,41
Andhra Pradesh,KURNOOL,2001,Rabi       ,Sesamum,74,36
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Sunflower,437,494
Andhra Pradesh,KRISHNA,2001,Kharif     ,Sunflower,34,38
Andhra Pradesh,VIZIANAGARAM,2001,Rabi       ,Groundnut,4688,5968
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Ragi,86,162
Andhra Pradesh,GUNTUR,2001,Rabi       ,Ragi,8,15
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Ragi,291,322
Andhra Pradesh,PRAKASAM,2001,Rabi       ,Small millets,823,683
Andhra Pradesh,EAST GODAVARI,2001,Whole Year ,Turmeric,239,1033
Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Dry chillies,3754,5147
Andhra Pradesh,GUNTUR,2001,Rabi       ,Small millets,15,12
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Sesamum,2,1
Andhra Pradesh,GUNTUR,2001,Rabi       ,Gram,2820,5285
Andhra Pradesh,SRIKAKULAM,2001,Rabi       ,Sesamum,4059,1039
Andhra Pradesh,KRISHNA,2001,Rabi       ,Gram,30,56
Andhra Pradesh,EAST GODAVARI,2001,Whole Year ,Tobacco,9071,14429
Andhra Pradesh,KADAPA,2001,Kharif     ,Onion,2317,15902
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Bajra,258,313
Andhra Pradesh,SRIKAKULAM,2001,Rabi       ,Maize,146,945
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Sweet potato,188,2495
Andhra Pradesh,CHITTOOR,2001,Whole Year ,Tobacco,33,38
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Urad,540,195
Andhra Pradesh,EAST GODAVARI,2001,Kharif     ,Maize,1204,3218
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Maize,845,2259
Andhra Pradesh,SPSR NELLORE,2001,Kharif     ,Dry chillies,55,199
Andhra Pradesh,KADAPA,2001,Rabi       ,Ragi,714,951
Andhra Pradesh,PRAKASAM,2001,Kharif     ,Other Kharif pulses,11,6
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Cotton(lint),8552,9055
Andhra Pradesh,KURNOOL,2001,Whole Year ,Turmeric,878,4338
Andhra Pradesh,KRISHNA,2001,Whole Year ,Arecanut,4,7
Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Maize,1098,7107
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Urad,189,129
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Tobacco,111,111
Andhra Pradesh,PRAKASAM,2001,Kharif     ,Groundnut,1524,1212
Andhra Pradesh,SRIKAKULAM,2002,Whole Year ,Dry ginger,140,229
Andhra Pradesh,KURNOOL,2002,Whole Year ,Sugarcane,80,5906
Andhra Pradesh,KURNOOL,2002,Kharif     ,Castor seed,4756,966
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Gram,23,30
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Onion,401,7192
Andhra Pradesh,KRISHNA,2002,Rabi       ,Sesamum,303,55
Andhra Pradesh,KRISHNA,2002,Rabi       ,Moong(Green Gram),3956,3011
Andhra Pradesh,KRISHNA,2002,Whole Year ,Papaya,23,3000
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Niger seed,832,320
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Maize,284,1968
Andhra Pradesh,WEST GODAVARI,2002,Whole Year ,Tapioca,2,12
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Ragi,214,184
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Ragi,6905,6643
Andhra Pradesh,KURNOOL,2002,Rabi       ,Safflower,1642,603
Andhra Pradesh,KADAPA,2002,Kharif     ,Horse-gram,243,118
Andhra Pradesh,EAST GODAVARI,2002,Kharif     ,Ragi,560,483
Andhra Pradesh,VIZIANAGARAM,2002,Rabi       ,Onion,354,4457
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Linseed,14,4
Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Maize,918,6362
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Moong(Green Gram),174,26
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Citrus Fruit,788,4000
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Varagu,2000,1000
Andhra Pradesh,KURNOOL,2002,Rabi       ,Linseed,2,1
Andhra Pradesh,SPSR NELLORE,2002,Kharif     ,Cotton(lint),5798,10300
Andhra Pradesh,KADAPA,2002,Kharif     ,Dry chillies,3839,5854
Andhra Pradesh,KRISHNA,2002,Whole Year ,Tapioca,2,12
Andhra Pradesh,SRIKAKULAM,2002,Kharif     ,Horse-gram,2,1
Andhra Pradesh,VIZIANAGARAM,2002,Kharif     ,Maize,1990,1928
Andhra Pradesh,KURNOOL,2002,Whole Year ,Tobacco,7240,6830
Andhra Pradesh,SPSR NELLORE,2002,Whole Year ,Other Fresh Fruits,1439,1459
Andhra Pradesh,CHITTOOR,2002,Whole Year ,Papaya,39,5087
Andhra Pradesh,CHITTOOR,2002,Rabi       ,Horse-gram,3471,1284
Andhra Pradesh,SPSR NELLORE,2002,Kharif     ,Ragi,144,124
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Bhindi,126,938
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Safflower,6,2
Andhra Pradesh,KURNOOL,2002,Whole Year ,Citrus Fruit,98,497
Andhra Pradesh,KADAPA,2002,Rabi       ,Wheat,30,28
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Onion,123,1470
Andhra Pradesh,KRISHNA,2002,Whole Year ,Coriander,14,8
Andhra Pradesh,SPSR NELLORE,2002,Whole Year ,Cashewnut,778,97
Andhra Pradesh,KURNOOL,2002,Rabi       ,Horse-gram,1248,462
Andhra Pradesh,SRIKAKULAM,2002,Kharif     ,Sesamum,2095,201
Andhra Pradesh,KADAPA,2002,Whole Year ,Other Fresh Fruits,1705,492
Andhra Pradesh,SPSR NELLORE,2002,Kharif     ,Arhar/Tur,402,141
Andhra Pradesh,PRAKASAM,2002,Kharif     ,Jowar,792,264
Andhra Pradesh,CHITTOOR,2002,Kharif     ,Mesta,4,30
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Citrus Fruit,852,3785
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Safflower,2594,340
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Bajra,198,185
Andhra Pradesh,KRISHNA,2002,Whole Year ,Tomato,1322,9348
Andhra Pradesh,EAST GODAVARI,2002,Whole Year ,Arecanut,7,10
Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Sesamum,2196,211
Andhra Pradesh,SPSR NELLORE,2002,Kharif     ,Sesamum,2926,281
Andhra Pradesh,KADAPA,2002,Whole Year ,Cashewnut,7,1
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Other Fresh Fruits,459,149
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Citrus Fruit,706,11959
Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Groundnut,8518,17411
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Soyabean,49,54
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Moong(Green Gram),22,7
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Maize,392,2195
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Jowar,6,7
Andhra Pradesh,KRISHNA,2003,Whole Year ,Turmeric,1410,12243
Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Sunflower,753,885
Andhra Pradesh,WEST GODAVARI,2003,Whole Year ,Beans & Mutter(Vegetable),236,1615
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Ragi,614,986
Andhra Pradesh,KADAPA,2003,Kharif     ,Ragi,101,90
Andhra Pradesh,KURNOOL,2003,Kharif     ,Moong(Green Gram),11210,6098
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Brinjal,1664,18271
Andhra Pradesh,GUNTUR,2003,Kharif     ,Maize,3891,6677
Andhra Pradesh,KADAPA,2003,Whole Year ,Sweet potato,77,557
Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Onion,290,3191
Andhra Pradesh,SRIKAKULAM,2003,Whole Year ,Turmeric,246,1518
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Urad,932,574
Andhra Pradesh,KURNOOL,2003,Rabi       ,Rice,4966,11377
Andhra Pradesh,GUNTUR,2003,Whole Year ,Beans & Mutter(Vegetable),512,3505
Andhra Pradesh,SPSR NELLORE,2003,Kharif     ,Ragi,113,153
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Groundnut,5793,10787
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Bhindi,330,2610
Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Maize,4318,7410
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Sesamum,1095,183
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Moong(Green Gram),221,75
Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Ragi,6710,9032
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Moong(Green Gram),6375,2155
Andhra Pradesh,KADAPA,2003,Rabi       ,Wheat,39,12
Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Sesamum,3412,826
Andhra Pradesh,PRAKASAM,2003,Rabi       ,Rapeseed &Mustard,3,1
Andhra Pradesh,KURNOOL,2003,Rabi       ,Arhar/Tur,197,80
Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Dry chillies,3576,9537
Andhra Pradesh,CHITTOOR,2003,Kharif     ,Onion,253,3691
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Maize,1212,6787
Andhra Pradesh,KRISHNA,2003,Kharif     ,Maize,6576,11284
Andhra Pradesh,PRAKASAM,2003,Kharif     ,Ragi,81,109
Andhra Pradesh,CHITTOOR,2003,Whole Year ,Potato,1291,12045
Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Tobacco,1803,3447
Andhra Pradesh,KURNOOL,2003,Rabi       ,Sesamum,78,14
Andhra Pradesh,CHITTOOR,2003,Rabi       ,Onion,265,5538
Andhra Pradesh,KADAPA,2003,Kharif     ,Maize,68,117
Andhra Pradesh,EAST GODAVARI,2003,Kharif     ,Small millets,1504,877
Andhra Pradesh,PRAKASAM,2003,Whole Year ,Turmeric,172,1061
Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Sesamum,1685,494
Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Niger seed,371,146
Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Bajra,3654,8634
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Onion,846,13250
Andhra Pradesh,KADAPA,2003,Kharif     ,Urad,11,7
Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Pome Fruit,418,3623
Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Horse-gram,4925,4836
Andhra Pradesh,SPSR NELLORE,2004,Kharif     ,Groundnut,3628,6937
Andhra Pradesh,SRIKAKULAM,2004,Kharif     ,Horse-gram,4,2
Andhra Pradesh,GUNTUR,2004,Rabi       ,Moong(Green Gram),7823,2801
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Ragi,3166,5860
Andhra Pradesh,CHITTOOR,2004,Whole Year ,Coriander,125,30
Andhra Pradesh,CHITTOOR,2004,Whole Year ,Sweet potato,211,434
Andhra Pradesh,VIZIANAGARAM,2004,Kharif     ,Moong(Green Gram),876,326
Andhra Pradesh,GUNTUR,2004,Whole Year ,Coriander,16,10
Andhra Pradesh,KURNOOL,2004,Kharif     ,Sesamum,199,19
Andhra Pradesh,SRIKAKULAM,2004,Kharif     ,Sunflower,1000,895
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Castor seed,351,205
Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Gram,64,98
Andhra Pradesh,SPSR NELLORE,2004,Rabi       ,Urad,11005,6042
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Horse-gram,437,177
Andhra Pradesh,KURNOOL,2004,Whole Year ,Turmeric,1568,14151
Andhra Pradesh,SPSR NELLORE,2004,Kharif     ,Castor seed,8,3
Andhra Pradesh,VISAKHAPATANAM,2004,Whole Year ,Tobacco,1466,2939
Andhra Pradesh,KRISHNA,2004,Rabi       ,Jowar,506,950
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Arhar/Tur,326,216
Andhra Pradesh,CHITTOOR,2004,Kharif     ,Mesta,2,17
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Horse-gram,226,30
Andhra Pradesh,KADAPA,2004,Rabi       ,Safflower,4,1
Andhra Pradesh,GUNTUR,2004,Whole Year ,Tapioca,5,36
Andhra Pradesh,KURNOOL,2004,Rabi       ,Arhar/Tur,318,140
Andhra Pradesh,KADAPA,2004,Rabi       ,Sesamum,2196,1432
Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Sesamum,3090,930
Andhra Pradesh,EAST GODAVARI,2004,Kharif     ,Mesta,2,17
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Ragi,397,897
Andhra Pradesh,SPSR NELLORE,2004,Rabi       ,Other  Rabi pulses,1074,305
Andhra Pradesh,GUNTUR,2004,Rabi       ,Jowar,1515,8043
Andhra Pradesh,KRISHNA,2004,Rabi       ,Horse-gram,558,226
Andhra Pradesh,EAST GODAVARI,2004,Rabi       ,Sunflower,291,260
Andhra Pradesh,SRIKAKULAM,2004,Whole Year ,Tobacco,35,75
Andhra Pradesh,KURNOOL,2004,Rabi       ,Sesamum,114,74
Andhra Pradesh,EAST GODAVARI,2004,Kharif     ,Sesamum,1227,117
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Small millets,661,307
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Small millets,36,17
Andhra Pradesh,SRIKAKULAM,2004,Kharif     ,Cotton(lint),2525,7189
Andhra Pradesh,KRISHNA,2004,Rabi       ,Onion,91,1594
